ID,Year,Mileage,State,Make,Model
97222,2009,95182," TN",Lincoln,MKZ4dr
97223,2011,844886," FL",Toyota,PriusFour
97224,2011,42724," CA",Chevrolet,Camaro2dr
97225,2012,108527," CO",Honda,CivicSi
97226,2016,20013," ND",Chevrolet,Malibu
97227,2014,39316," TX",BMW,5
97228,2014,44073," MD",Ford,ExplorerXLT
97229,2013,104595," VA",Subaru,Impreza
97230,2014,27521," TX",Toyota,CamryLE
97231,2015,51660," TX",Chevrolet,Silverado
97232,2014,63716," AL",GMC,Sierra
97233,2013,39095," FL",Honda,Accord
97234,2014,84414," TN",Honda,Civic
97235,2016,43136," CO",Toyota,CamryXLE
97236,2012,127395," PA",Ford,F-1504WD
97237,2013,38788," IN",Chevrolet,CamaroCoupe
97238,2012,59998," TX",Ford,F-150XLT
97239,2015,37495," FL",Hyundai,SonataSE
97240,2013,77774," WA",Ford,ExpeditionXLT
97241,2015,21954," KY",Toyota,CamryLE
97242,2016,16781," GA",Honda,Civic
97243,2014,25508," MO",Toyota,CamryL
97244,2016,25124," MO",Chevrolet,SonicHatch
97245,2014,37262," OH",Dodge,ChargerSXT
97246,2013,41768," NJ",Honda,Accord
97247,2016,7517," GA",Honda,PilotEX-L
97248,2013,82421," TX",Buick,LaCrosseFWD
97249,2007,110750," MA",Volvo,XC90FWD
97250,2013,75590," NC",Ford,F-150XLT
97251,2017,14442," CA",Toyota,SiennaXLE
97252,2014,23164," NJ",Subaru,Impreza2.0i
97253,2013,17233," FL",Hyundai,TucsonLimited
97254,2010,98724," AZ",MINI,Cooper
97255,2017,6221," VA",Subaru,Outback2.5i
97256,2017,25156," CA",Ford,FusionHybrid
97257,2008,88798," KY",Dodge,Dakota4WD
97258,2016,28836," WA",Ford,TaurusLimited
97259,2014,131081," OR",Ford,EscapeSE
97260,2017,21137," NM",Hyundai,Santa
97261,2015,225," TX",Volkswagen,Jetta
97262,2012,65398," GA",Ram,15002WD
97263,2017,7215," NV",Chevrolet,TraverseFWD
97264,2012,56697," CA",Ford,Super
97265,2012,47443," TX",Nissan,Titan4WD
97266,2011,89501," TX",Ford,F-150XLT
97267,2014,60995," TN",Ford,ExplorerLimited
97268,2017,12481," AL",Jeep,Wrangler
97269,2015,26394," CA",Lexus,CTCT
97270,2008,111040," NC",Ford,Super
97271,2016,45490," FL",Chevrolet,Malibu
97272,2016,16554," PA",Chevrolet,EquinoxFWD
97273,2008,92610," UT",Mercury,Milan4dr
97274,2012,53428," WA",Chevrolet,MalibuLS
97275,2013,50749," AZ",Toyota,PriusOne
97276,2008,87750," SC",Chrysler,300Touring
97277,2016,35277," AR",Kia,SoulBase
97278,2016,35968," AK",Dodge,Grand
97279,2014,18913," NJ",Volvo,S60T5
97280,2017,3635," WA",Honda,Civic
97281,2015,33645," TX",GMC,Yukon
97282,2014,47645," MO",Jeep,Wrangler
97283,2016,33802," VA",Jeep,Grand
97284,2013,109158," VA",Subaru,Legacy2.5i
97285,2014,34069," IN",Jeep,PatriotLimited
97286,2014,35812," PA",Tesla,Model
97287,2015,44940," NJ",Ford,Escape4WD
97288,2015,46961," MN",Ford,ExplorerXLT
97289,2016,44495," LA",Toyota,4RunnerSR5
97290,2014,24772," NY",BMW,5
97291,2016,19414," PA",Mercedes-Benz,C-ClassC300
97292,2008,89685," IL",GMC,Sierra
97293,2005,160485," CO",Chevrolet,Tahoe4dr
97294,2013,59767," CA",Lexus,CT
97295,2014,25869," NJ",Kia,OptimaEX
97296,2015,54772," TX",Kia,SoulBase
97297,2015,27462," VA",Kia,OptimaLX
97298,2014,63498," AZ",Mercedes-Benz,E-ClassE350
97299,2015,31110," NC",Honda,Accord
97300,2017,2630," GA",Chevrolet,Silverado
97301,2012,90149," WA",Jeep,Compass4WD
97302,2015,76922," CA",Lexus,IS
97303,2008,72817," FL",GMC,Canyon2WD
97304,2016,11888," CA",Volkswagen,CC4dr
97305,2016,42914," TX",Dodge,Grand
97306,2014,48213," CA",BMW,5
97307,2016,24825," TX",Chevrolet,Silverado
97308,2017,21130," MA",Chevrolet,MalibuLT
97309,2014,95048," TX",Chevrolet,EquinoxFWD
97310,2015,32513," NJ",GMC,AcadiaAWD
97311,2014,27207," CA",Jeep,Wrangler
97312,2014,27806," KS",Chevrolet,EquinoxFWD
97313,2017,7200," CT",Ford,Escape4WD
97314,2013,100190," GA",Ford,ExplorerXLT
97315,2012,56298," CT",Scion,xD5dr
97316,2013,83489," TX",Ford,EdgeSEL
97317,2017,12308," TX",Kia,SorentoLX
97318,2017,3591," WI",Ford,Explorer4WD
97319,2014,37630," CA",Toyota,PriusFour
97320,2017,7149," TN",Lexus,GSGS
97321,2008,117622," TX",Toyota,Avalon4dr
97322,2016,6834," CO",Jeep,WranglerSport
97323,2014,25948," FL",GMC,TerrainFWD
97324,2014,29250," OH",Honda,Civic
97325,2015,26683," TX",Ford,F-1502WD
97326,2017,18220," MA",Nissan,MuranoAWD
97327,2015,15194," MD",Toyota,CamryXLE
97328,2012,98717," TX",Ford,Expedition2WD
97329,2013,26046," VA",Buick,RegalTurbo
97330,2014,53999," UT",Toyota,AvalonLimited
97331,2016,22229," TX",Chevrolet,Silverado
97332,2012,60969," CA",Ford,F-1504WD
97333,2012,47888," NY",Ford,F-1504WD
97334,2010,75545," VA",Chevrolet,Impala4dr
97335,2015,26764," FL",Chevrolet,Silverado
97336,2014,57999," AZ",Jeep,CompassLimited
97337,2014,18246," NY",Honda,Accord
97338,2004,135788," NC",Lexus,RX
97339,2017,3671," MD",BMW,X5xDrive35i
97340,2016,17675," CA",Ford,ExplorerXLT
97341,2004,153758," TX",Ford,F-1502WD
97342,2013,66250," CA",Chevrolet,Silverado
97343,2017,32388," CA",Hyundai,Santa
97344,2014,35251," MA",Jeep,Grand
97345,2011,39980," FL",Hyundai,Azera4dr
97346,2013,41344," CT",Toyota,CamrySE
97347,2007,57400," IL",Porsche,911
97348,2013,62755," TX",Honda,PilotEX-L
97349,2017,14284," NJ",Cadillac,CTS
97350,2015,37069," PA",Ford,Super
97351,2017,26288," TX",Kia,Soul+
97352,2015,39344," NV",Toyota,SiennaLE
97353,2010,54255," TN",BMW,3
97354,2015,30333," IN",BMW,7
97355,2012,62986," CT",Honda,CR-VLX
97356,2014,80780," OR",Ford,F-150STX
97357,2007,98305," AK",Nissan,Titan4WD
97358,2014,88922," TX",Nissan,PathfinderS
97359,2007,73127," OR",BMW,3
97360,2007,141099," WA",Subaru,Impreza
97361,2013,54094," KY",Ford,EdgeSEL
97362,2012,172146," GA",Ram,25004WD
97363,2015,24046," CA",Lexus,ES
97364,2015,101981," CA",Ford,Super
97365,2009,136876," NC",Honda,Accord
97366,2010,54384," MD",Chevrolet,Silverado
97367,2017,19412," IN",Kia,SedonaLX
97368,2015,43069," TX",Toyota,TacomaPreRunner
97369,2014,70103," MN",Chrysler,Town
97370,2013,86926," NJ",Honda,Civic
97371,2015,28692," CA",Ford,F-1504WD
97372,2016,15177," NC",Honda,OdysseyEX-L
97373,2015,20903," CA",Subaru,WRXSTI
97374,2014,82173," KY",Toyota,CamryLE
97375,2014,9461," WA",Dodge,Grand
97376,2015,35904," TX",Ford,F-1504WD
97377,2016,19279," WI",Ford,FusionSE
97378,2015,66082," CA",Toyota,Prius
97379,2015,46781," NC",GMC,Yukon
97380,2015,27070," GA",Lexus,RX
97381,2009,109607," GA",Hyundai,Accent4dr
97382,2013,64423," OH",Kia,OptimaLX
97383,2008,86310," OH",Volvo,XC704dr
97384,2011,72398," OH",Jeep,WranglerRubicon
97385,2005,102090," VA",Lexus,ESES
97386,2016,46778," SC",Toyota,CorollaLE
97387,2014,48941," VA",Chevrolet,Silverado
97388,2012,105978," VA",Kia,Optima4dr
97389,2016,44240," WA",Toyota,RAV4LE
97390,2016,9515," FL",Toyota,CamryLE
97391,2015,36142," GA",Chevrolet,EquinoxFWD
97392,2016,41140," PA",Volkswagen,Jetta
97393,2017,14744," MO",Toyota,SiennaSE
97394,2015,36187," FL",Jeep,Wrangler
97395,2012,96387," WA",Chevrolet,EquinoxAWD
97396,2000,72001," WA",Toyota,Tacoma2WD
97397,2006,144126," KS",Honda,OdysseyEX
97398,2005,147717," TN",Pontiac,G64dr
97399,2011,69406," LA",Toyota,Tundra
97400,2008,38525," TX",Dodge,Durango2WD
97401,2011,100906," NC",Nissan,Armada4WD
97402,2009,91379," FL",BMW,3
97403,2016,33324," IA",Chevrolet,Silverado
97404,2014,22270," MA",Toyota,TacomaBase
97405,2017,8501," TX",Mercedes-Benz,C-ClassC
97406,2016,6," CA",GMC,Sierra
97407,2007,126443," OH",Ford,F-1504WD
97408,2011,67542," OH",Ford,Fusion4dr
97409,2011,97599," IL",Ford,F-1504WD
97410,2011,85720," KS",Kia,SportageEX
97411,2010,51282," TX",Toyota,Corolla4dr
97412,2015,49330," AL",Chevrolet,Tahoe4WD
97413,2011,55981," WA",Ford,FlexLimited
97414,2013,88340," OH",Chevrolet,TahoeLT
97415,2011,99490," OH",Volkswagen,Jetta
97416,2014,31645," PA",Kia,SedonaLX
97417,2013,95836," NM",Subaru,Impreza
97418,2004,207157," IA",Ford,F-150Lariat
97419,2014,44984," FL",Mercedes-Benz,M-ClassML350
97420,2017,3461," AZ",Jeep,PatriotSport
97421,2014,20405," AR",Ford,EscapeSE
97422,2013,64572," SD",Volkswagen,Passat4dr
97423,2015,71381," TX",Chevrolet,Silverado
97424,2011,55706," WI",Toyota,RAV4FWD
97425,2016,12885," GA",GMC,Sierra
97426,2017,4875," TX",Mercedes-Benz,C-ClassC
97427,2013,4089," FL",Chevrolet,CamaroCoupe
97428,2014,36069," FL",Mercedes-Benz,M-ClassML350
97429,2010,89375," KY",Chevrolet,TraverseFWD
97430,2014,18086," MA",Mercedes-Benz,M-ClassML350
97431,2014,50322," NJ",Jeep,Wrangler
97432,2011,67495," TX",Ford,Fusion4dr
97433,2015,23148," FL",Lexus,ISIS
97434,2017,10516," PA",Volvo,XC60T6
97435,2015,57482," FL",GMC,Yukon4WD
97436,2011,107697," IA",Ford,F-150XL
97437,2007,96610," NC",Cadillac,DTS4dr
97438,2013,68000," MS",Chevrolet,TahoeLT
97439,2014,23385," GA",BMW,5
97440,2011,68219," MO",Kia,Soul+
97441,2014,35475," SC",Jeep,PatriotLatitude
97442,2011,98215," LA",Chevrolet,Tahoe2WD
97443,2016,41616," AZ",Ford,F-1502WD
97444,2015,27093," PA",Jeep,CompassLatitude
97445,2012,23432," TX",Ford,MustangGT
97446,2015,46242," MD",GMC,AcadiaAWD
97447,2002,181028," AL",Ford,F-150Lariat
97448,2005,175500," MA",Honda,OdysseyTouring
97449,2017,18248," MS",Jeep,Grand
97450,2017,11599," SC",Volvo,XC90T6
97451,2015,45871," WA",GMC,AcadiaAWD
97452,2012,99690," GA",Honda,OdysseyTouring
97453,2014,65067," AZ",MINI,Cooper
97454,2015,564," UT",Ford,FocusSE
97455,2014,27000," CA",GMC,TerrainFWD
97456,2015,29767," NJ",Jeep,Grand
97457,2015,31674," NV",Honda,AccordLX
97458,2012,108629," GA",BMW,X5AWD
97459,2013,34060," AZ",Jeep,Wrangler
97460,2015,25620," TX",GMC,Sierra
97461,2017,20350," TX",Chevrolet,Express
97462,2015,8912," UT",Nissan,MuranoAWD
97463,2016,26280," ID",Chrysler,300300S
97464,2015,13307," CA",BMW,7
97465,2015,30779," CO",GMC,TerrainAWD
97466,2012,74901," IL",Buick,EnclaveLeather
97467,2016,20955," OH",Chevrolet,Tahoe4WD
97468,2011,68888," TX",Hyundai,Santa
97469,2014,24036," NJ",Volkswagen,Jetta
97470,2014,28518," CA",Chevrolet,MalibuLS
97471,2011,71241," PA",Chevrolet,Impala4dr
97472,2015,59338," AZ",Jeep,CherokeeSport
97473,2016,31010," AR",Chevrolet,Tahoe4WD
97474,2015,52865," IA",Ford,FusionSE
97475,2017,35849," FL",Kia,SorentoLX
97476,2016,14229," VA",Chevrolet,CamaroCoupe
97477,2017,4476," OR",BMW,3
97478,2014,41613," AR",Honda,Civic
97479,2014,53003," MT",Ford,F-1504WD
97480,2014,40954," CA",Toyota,PriusFour
97481,2014,64863," WV",Honda,CR-VEX
97482,2013,101025," PA",Land,Rover
97483,2016,22773," WA",Mitsubishi,Outlander
97484,2011,96716," MO",GMC,TerrainFWD
97485,2009,130512," FL",Toyota,Camry4dr
97486,2015,64024," OK",Hyundai,SonataSE
97487,2008,35999," MA",Toyota,Sequoia4WD
97488,2015,18384," TX",Chrysler,300300S
97489,2015,29807," OH",GMC,Sierra
97490,2010,110758," NC",Honda,CR-V4WD
97491,2014,15208," RI",Ford,FocusSE
97492,2016,41706," SC",Dodge,JourneyAWD
97493,2015,73209," WA",Ford,Escape4WD
97494,2012,74096," WA",Kia,SportageAWD
97495,2007,83935," CA",Honda,AccordEX
97496,2011,11725," NY",Honda,AccordEX-L
97497,2014,54685," SC",Chevrolet,CamaroCoupe
97498,2015,14947," NJ",Jeep,CherokeeLimited
97499,2015,12625," MA",Toyota,PriusFour
97500,2017,19866," OH",Ford,Escape4WD
97501,2015,41069," CA",Chevrolet,Tahoe2WD
97502,2007,138515," CO",Chevrolet,Suburban4WD
97503,2014,83544," CA",Ford,EdgeSEL
97504,2017,35118," VA",Hyundai,Elantra4dr
97505,2014,41202," NH",Honda,CR-VEX
97506,2016,12371," CO",Mercedes-Benz,C-ClassC300
97507,2014,49671," NY",Honda,Civic
97508,2010,92598," IL",Buick,LaCrosse4dr
97509,2015,34955," GA",Mercedes-Benz,C-ClassC300
97510,2012,61272," TX",Land,Rover
97511,2016,37364," NM",Ram,25004WD
97512,2016,23321," NV",Mercedes-Benz,C-ClassC300
97513,2014,30400," CT",Mitsubishi,Outlander
97514,2017,12200," TX",Ford,ExplorerFWD
97515,2015,27938," FL",Hyundai,Santa
97516,2013,44472," OH",Hyundai,Elantra4dr
97517,2013,96703," GA",GMC,TerrainFWD
97518,2016,45," CT",Nissan,MuranoAWD
97519,2014,49442," CA",Chevrolet,Silverado
97520,2017,7007," TX",Honda,PilotTouring
97521,2016,24263," TX",Jeep,Wrangler
97522,2014,18376," CO",Ford,EdgeSport
97523,2017,20418," AL",Toyota,CamrySE
97524,2017,27367," CO",Jeep,PatriotSport
97525,2015,30566," FL",Toyota,TacomaBase
97526,2014,23375," VA",Hyundai,SonataLimited
97527,2015,32896," TN",GMC,Yukon4WD
97528,2017,4453," IL",BMW,X5xDrive35i
97529,2012,52778," UT",Chrysler,3004dr
97530,2017,28171," CA",Chevrolet,MalibuLT
97531,2013,47620," FL",Lexus,RX
97532,2014,42702," FL",Mercedes-Benz,E-ClassE350
97533,2017,14498," TX",Chevrolet,MalibuLS
97534,2009,125344," AL",Chevrolet,Impala4dr
97535,2012,50000," ME",Chevrolet,Silverado
97536,2011,82635," MA",GMC,TerrainAWD
97537,2016,17164," KY",Lincoln,MKXAWD
97538,2017,21330," MS",Chrysler,PacificaTouring
97539,2011,100583," PA",Toyota,RAV44WD
97540,2012,32865," FL",Honda,Civic
97541,2014,63873," NY",Ford,EscapeSE
97542,2015,14650," NC",Toyota,CorollaLE
97543,2013,60001," SC",Volkswagen,Jetta
97544,2016,30240," WA",Toyota,CamrySE
97545,2013,94160," VA",Chevrolet,Silverado
97546,2010,46498," TX",Ford,Focus4dr
97547,2014,21285," NY",Honda,AccordEX-L
97548,2016,25726," TX",Chevrolet,Express
97549,2015,27899," KY",Chevrolet,EquinoxFWD
97550,2006,140423," WA",Chevrolet,Malibu
97551,2013,138614," VA",Subaru,Impreza
97552,2010,93248," FL",Volkswagen,Jetta
97553,2013,36044," GA",Toyota,RAV4Limited
97554,2012,33200," IL",GMC,Sierra
97555,2012,21668," UT",Chevrolet,CruzeSedan
97556,2006,76762," AK",Chevrolet,Silverado
97557,2015,47891," TX",Chevrolet,CamaroCoupe
97558,2009,59025," NM",MINI,Cooper
97559,2005,148714," TX",Toyota,4Runner4dr
97560,2014,23453," FL",BMW,3
97561,2012,102155," TX",Honda,AccordSE
97562,2014,33922," TX",Volkswagen,Jetta
97563,2015,29465," IN",GMC,Sierra
97564,2013,65689," CA",Honda,CR-VLX
97565,2009,65631," IN",Honda,AccordEX-L
97566,2014,32950," IL",Dodge,JourneySXT
97567,2014,55987," AL",Nissan,Murano2WD
97568,2015,22550," TX",Mercedes-Benz,C-ClassC350
97569,2015,44913," MS",Hyundai,TucsonFWD
97570,2012,83626," CA",Nissan,Sentra4dr
97571,2006,99331," NC",Mercedes-Benz,E-ClassE350
97572,2016,40129," CA",Dodge,Grand
97573,2014,25584," WA",BMW,X1xDrive28i
97574,2011,100505," GA",Buick,Lucerne4dr
97575,2011,111084," IN",Nissan,Quest4dr
97576,2010,127500," IL",GMC,AcadiaAWD
97577,2012,121933," TN",Nissan,Quest4dr
97578,2012,93843," GA",Nissan,Maxima4dr
97579,2008,84923," VA",Chevrolet,Avalanche4WD
97580,2014,31049," WI",Honda,PilotEX-L
97581,2017,28872," MS",Buick,EnclavePremium
97582,2015,74021," ID",Ford,F-1504WD
97583,2015,26460," NJ",Mercedes-Benz,M-ClassML350
97584,2014,47519," ME",Subaru,Impreza
97585,2012,122006," NC",Ford,Fusion4dr
97586,2014,16202," CO",Toyota,AvalonLimited
97587,2016,20053," VA",Chrysler,200Limited
97588,2016,20352," TX",Chevrolet,CamaroCoupe
97589,2009,104406," WI",Chevrolet,Malibu4dr
97590,2009,97211," NJ",Ford,Mustang2dr
97591,2015,36596," MA",Honda,PilotEX-L
97592,2016,24827," IN",Kia,SorentoLX
97593,2016,16771," TX",Chrysler,300300C
97594,2017,5809," AL",Chevrolet,Silverado
97595,2015,63890," FL",GMC,AcadiaFWD
97596,2012,77186," VA",Chrysler,300Limited
97597,2010,89389," AZ",Honda,CR-VEX-L
97598,2016,37232," MA",Toyota,RAV4LE
97599,2007,143622," DE",Jeep,Grand
97600,2014,73240," TX",Ford,Expedition
97601,2012,86578," IL",Jeep,PatriotLatitude
97602,2014,36787," FL",BMW,X5xDrive35i
97603,2017,982," OH",Ford,FocusST
97604,2016,48754," KS",Chrysler,300300C
97605,2006,67058," NY",Porsche,Boxster2dr
97606,2001,151800," WA",Acura,MDX4WD
97607,2016,20633," LA",GMC,CanyonCrew
97608,2015,25089," TN",Land,Rover
97609,2007,99154," MO",Cadillac,EscaladeAWD
97610,2009,134546," AZ",Ford,Ranger2WD
97611,2015,38501," CA",Jeep,CompassSport
97612,2013,48939," WI",Honda,PilotEX-L
97613,2011,80492," IN",Honda,CR-VSE
97614,2008,101145," KS",Toyota,FJ
97615,2013,43555," FL",Ford,F-150FX4
97616,2017,18978," NY",Ford,TaurusLimited
97617,2016,43960," GA",Ford,F-1502WD
97618,2016,30234," LA",Honda,CivicLX
97619,2010,66236," IL",Acura,RDXAWD
97620,2010,108074," VA",Chrysler,300Touring
97621,2016,29028," VA",Volkswagen,Jetta
97622,2010,99070," TX",Ford,Super
97623,2016,6247," PA",Mitsubishi,Outlander
97624,2011,102935," OH",Subaru,Impreza
97625,2010,74879," MD",Chevrolet,Cobalt2dr
97626,2013,82101," MA",Subaru,Outback2.5i
97627,2016,14438," NC",GMC,CanyonCrew
97628,2013,60686," OH",Toyota,CamrySE
97629,2013,89905," DE",Kia,RioLX
97630,2017,21186," VA",Ford,FusionHybrid
97631,2015,64105," VA",Jeep,CherokeeLimited
97632,2017,37012," TX",Chevrolet,MalibuLT
97633,2013,31206," NJ",Honda,Accord
97634,2010,74756," NC",Mercedes-Benz,C-Class4dr
97635,2014,21283," AR",Toyota,CamryLE
97636,2013,44721," OR",MINI,Cooper
97637,2017,898," NM",Buick,LaCrosseFWD
97638,2010,86114," UT",Chevrolet,TraverseAWD
97639,2013,67116," GA",Toyota,Prius
97640,2011,59000," FL",Toyota,CamrySE
97641,2015,35695," NH",Toyota,Tacoma4WD
97642,2010,107633," NY",Honda,Accord
97643,2013,49505," IL",Chevrolet,EquinoxFWD
97644,2015,52125," FL",Chevrolet,Tahoe2WD
97645,2010,58775," VA",Mitsubishi,Lancer4dr
97646,2017,5301," TX",Nissan,Titan
97647,2015,31819," OK",Ford,F-1504WD
97648,2014,79306," MN",GMC,TerrainAWD
97649,2016,56968," NM",Dodge,Grand
97650,2014,31437," CA",Ford,FusionSE
97651,2014,29560," NE",Ford,F-150XLT
97652,2008,75530," UT",BMW,5
97653,2013,121746," WA",Subaru,Outback2.5i
97654,2012,84409," NC",Nissan,Altima4dr
97655,2012,48875," FL",BMW,3
97656,2012,95660," MI",Cadillac,CTS
97657,2014,37419," KY",Chevrolet,EquinoxAWD
97658,2012,97289," AR",Chevrolet,CruzeSedan
97659,2017,7661," WI",GMC,Sierra
97660,2013,41495," CA",Kia,OptimaSX
97661,2011,103648," NV",Chevrolet,EquinoxFWD
97662,2016,22794," CT",Toyota,CorollaS
97663,2013,69914," NC",Ford,EscapeSE
97664,2014,75739," FL",Lexus,IS
97665,2007,166988," FL",Jeep,Grand
97666,2017,23813," MO",Chevrolet,CruzeSedan
97667,2016,27663," LA",Chevrolet,CamaroConvertible
97668,2012,87319," VA",Nissan,MuranoAWD
97669,2016,39478," MD",Dodge,Grand
97670,2015,47813," MD",Honda,Accord
97671,2007,115775," WA",Toyota,TacomaBase
97672,2014,29841," GA",Honda,OdysseyTouring
97673,2016,27670," FL",Chevrolet,MalibuLT
97674,2010,42251," NY",Toyota,Tacoma4WD
97675,2016,32747," TX",Hyundai,TucsonFWD
97676,2016,41678," UT",Chrysler,Town
97677,2012,77741," TN",GMC,TerrainFWD
97678,2013,23273," AL",Buick,LaCrosseFWD
97679,2015,13933," MO",Ford,EdgeSEL
97680,2012,78263," NY",Chevrolet,MalibuLS
97681,2014,37097," NC",GMC,TerrainFWD
97682,2017,7436," FL",Mercedes-Benz,C-ClassC
97683,2009,83925," MO",Chevrolet,Silverado
97684,2015,35847," WA",Subaru,Outback2.5i
97685,2016,33565," TX",Jeep,CompassSport
97686,2008,128288," FL",Acura,MDX4WD
97687,2014,79774," MD",Toyota,CorollaLE
97688,2015,51737," GA",Chevrolet,Silverado
97689,2013,119900," CT",GMC,Yukon4WD
97690,2010,107629," FL",Ford,EscapeFWD
97691,2007,90374," UT",BMW,3
97692,2014,18280," KY",Lexus,IS
97693,2014,36212," IN",Jeep,Wrangler
97694,2011,97945," IN",Honda,CR-V4WD
97695,2010,115275," CT",Ford,EdgeLimited
97696,2010,54403," MD",Ford,MustangPremium
97697,2014,28737," CA",Ford,F-1502WD
97698,2012,81822," TX",Nissan,RogueFWD
97699,2017,3057," OH",Honda,CivicEX-L
97700,2016,45058," MS",Chevrolet,MalibuLT
97701,2014,37787," CA",Toyota,Prius
97702,2017,28749," SC",Dodge,JourneySXT
97703,2008,116170," WA",Dodge,Ram
97704,2016,45851," WA",Ford,EscapeSE
97705,2012,74789," NJ",Mazda,Mazda34dr
97706,2015,13339," FL",Toyota,Tacoma2WD
97707,2011,87875," MD",Nissan,Titan4WD
97708,2014,44218," VA",Ford,F-150STX
97709,2017,22361," AL",Chevrolet,CruzeSedan
97710,2010,74063," NV",Kia,ForteSX
97711,2014,30074," GA",Volkswagen,Jetta
97712,2015,28452," TX",Ford,F-150XLT
97713,2010,60969," VA",Nissan,Sentra4dr
97714,2013,80017," NJ",Hyundai,SonataLimited
97715,2016,47972," FL",Jeep,CompassSport
97716,2014,41783," CA",Buick,LaCrosseFWD
97717,2014,37950," TX",Chevrolet,Silverado
97718,2004,99873," CO",Toyota,Avalon4dr
97719,2014,54995," NV",Honda,Civic
97720,2016,15665," MA",Buick,EnclavePremium
97721,2017,7204," WA",Land,Rover
97722,2017,23760," AL",Jeep,PatriotLatitude
97723,2011,100787," VA",Chevrolet,Silverado
97724,2014,56690," VA",Subaru,Outback2.5i
97725,2017,159," NV",Hyundai,Santa
97726,2015,45569," OH",Subaru,Impreza2.0i
97727,2013,50927," TX",Ford,EscapeSE
97728,2014,43629," CA",Honda,AccordLX
97729,2014,26591," IL",Cadillac,CTS
97730,2014,25815," MA",Jeep,CherokeeLimited
97731,2014,55430," NJ",GMC,AcadiaAWD
97732,2017,13532," MT",Kia,SedonaLX
97733,2016,17494," CO",Ford,EscapeS
97734,2012,41364," CA",Toyota,TundraBase
97735,2014,61025," CA",Hyundai,TucsonFWD
97736,2016,3760," TX",Mercedes-Benz,E-ClassE350
97737,2014,49070," NC",Toyota,TundraSR5
97738,2006,154068," TX",Toyota,Camry4dr
97739,2011,113078," PA",Acura,MDXAWD
97740,2015,116514," CA",Honda,Accord
97741,2012,40882," OH",Dodge,JourneyFWD
97742,2015,29581," TX",Chevrolet,Silverado
97743,2014,38049," OK",Honda,PilotEX-L
97744,2016,11847," KY",Toyota,CorollaLE
97745,2013,77582," VA",Ford,EscapeSE
97746,2012,68133," MO",Nissan,Altima4dr
97747,2017,27741," UT",Hyundai,Santa
97748,2015,19232," OH",Dodge,ChargerSXT
97749,2011,85058," CA",Honda,Accord
97750,2015,26107," VA",Ford,FusionSE
97751,2017,8846," UT",Subaru,Legacy2.5i
97752,2015,34477," MN",Honda,Accord
97753,2004,138650," NE",Dodge,Ram
97754,2014,31233," TX",Dodge,Grand
97755,2012,40152," CA",Kia,OptimaEX
97756,2017,3371," CA",Subaru,ImprezaSport
97757,2017,45404," CA",Buick,EnclaveLeather
97758,2012,36020," FL",Honda,Civic
97759,2017,1502," NJ",Kia,ForteLX
97760,2016,13976," CA",Ram,25004WD
97761,2014,49951," GA",Honda,CR-VEX-L
97762,2013,44501," KY",Ford,ExplorerXLT
97763,2015,107904," NE",Ford,F-250XLT
97764,2014,57850," MA",Chevrolet,Silverado
97765,2005,83739," OH",Chevrolet,Silverado
97766,2015,13583," WA",Chevrolet,CamaroCoupe
97767,2016,41381," OR",Dodge,ChargerSXT
97768,2017,4579," CA",Ford,F-150XLT
97769,2010,94985," IL",BMW,X5AWD
97770,2007,27589," WA",Volkswagen,Jetta
97771,2014,23246," MD",Toyota,CamrySE
97772,2016,13038," OR",GMC,CanyonCrew
97773,2013,65431," WA",Jeep,CompassLatitude
97774,2016,39823," MD",Chevrolet,Malibu
97775,2008,78354," NC",BMW,3
97776,2015,32413," NE",BMW,3
97777,2015,41588," KS",Ford,EscapeSE
97778,2014,25017," TX",Hyundai,Elantra4dr
97779,2012,94156," AL",Ford,ExpeditionXLT
97780,2015,59158," KY",Acura,MDXAWD
97781,2017,25556," MA",Kia,ForteLX
97782,2017,21809," CA",Chevrolet,TraverseAWD
97783,2014,80095," MI",Chevrolet,Suburban4WD
97784,2013,63218," KS",Buick,RegalTurbo
97785,2014,29731," NJ",Lexus,ES
97786,2015,66912," GA",Chevrolet,Silverado
